title,rate,comment
"
今日は土用丑の日を先取り！
",3.3,"
          もうすぐ土用の丑の日ですが、今日はたまたま夫婦ともに仕事に余裕があったので、行ける時に行かないとまた今年も食べ損ねちゃうよねぇということで、前倒しで行ってきました。とは言え、東京都はコロナ感染者数がまたもや激増ということで、大事をとってテイクアウトに。うな重(上)     3,950円を頂きました。臭みもなく、脂が乗った美味しいうなぎでした。ご飯はやや固めに炊いてあり、個人的には好みですが、もう少しふっくらしててもいいかもですね。でも、やっぱり鰻って、焼いてる香りを楽しみつつ、ビールを飲んだりする時間も込みでこのお値段だなぁと。テイクアウトで4,000円に、インスタントのお吸い物はやはりチョット寂しい(まぁこんなご時世ですから仕方ないんですけどね)。また機会があれば利用させて頂きます♪
        "
"
目白の鰻屋さん
",3.3,"
          目白駅から階段を降りた場所に有る鰻屋さんですふっくらと丁寧に焼き上げてくれます写真は　うな重の特上と白焼き重てすがうな重はもちろん美味しいですが白焼き重も海苔との相性は抜群でとても美味しいですお店の立地と内装の雰囲気などを考えますとコストパフォーマンスは良くないです値段も野田岩と変わらないので…ただ鰻は文句なく美味しいので精神的、肉体的に疲れた身体には染み渡ります疲れた身体で目白に行かれた方はゼヒ
"
"
幻の鰻を目白駅近すぐで食す。
",3.7,"
          この日も鰻気分。車だったので食べログで調べてヒットしたのがこちらの百名店。目白駅からすぐです。お店はこじんまりとしています。流石の人気なようで、自粛は期間中でありながらお客さんは入っていました。うなぎはやっぱり鰻屋さんで食べるのがよいですよね。私たちは幻のうなぎ「共水うな重」を。6000円。しっかりしたお値段です。駅前家賃とお店の知名度を少し頂きます、といった具合か。あと肝焼串と生ビールを。笑肝焼はぷりっぷりで最高です。生ビールはアサヒのプレミアム「熟撰」うな重は丁寧に焼き上げ20分ほど。ふわふわの鰻と香ばしい炭の香り。やっぱり最高です。しっかり満足出来ました。贅沢ランチでした。ごちそうさまでした。
        "
"
幻の共水うなぎ
",3.6,"
          目白でのランチ。どこに行こうか悩みましたが気になってたうなぎ屋へ。先客は4組くらい。共水うな重　6000円全国で30数件の鰻店のみでしか味わうことのできない幻の鰻。静岡県焼津市にある共水の養殖うなぎ。提供まで30分くらい。地味にかかるので先に言って欲しかった。肉厚なうなぎは雑味がなくかなりの美味しさ。脂も美味しくご飯と非常によく合います。うなぎ好きに1度は試してほしいお店です。
"
"
ぞろ芽～ランチ限定うな丼。
",3.8,"
          じゆうさんの後に知り合いからランチ帯ならコスパ良く美味しいうな丼が食べれると聞いていたぞろ芽さんへ～2500円 (税込.お吸い物.お新香付き.大盛り無料) のうな丼を注文～都内で税込2500円のうな丼なら量は期待できないと思っていたのですが鰻の蒲焼きの量もご飯の量も思ってたより多い☆味も蒲焼きの焼きと蒸し具合も良くふっくらでタレのわずかに甘い感じも好きで美味しかったです(^q^)立体的にも目白駅から100m位の近場にありまたランチ帯に行きたいですね( ´∀`)ちなみに写真は普通盛りのうな丼です！ごちそうさまでした～うな丼 お吸い物 お新香 緑茶 ランチメニュー 外観
        "
"
ランチの御膳がお得
",3.2,"
          《 ランチ限定 ぞろ芽御膳 3000円 》鰻は小さめですが、お刺身やおかずが付いていてバランスの良い御膳です。ご飯は少なめでお願いしました。食べられる方は大盛りでも値段は変わりません。
"
"
うなぎ 目白ぞろ芽
",-,"
          共水うなぎのうな重とデフォの国産うな重との食べ比べ。ふっくらと香ばしく焼き上げられた絶品鰻。タレはすっきりとした味わい。美味しくいただきました。◾︎うなぎ　目白ぞろ芽（豊島区目白）共水うな重：5800円うな重（上）：3800円◾︎食獣まろhttp://instagram.com/maro.j.maro
"
"
口どけの良い共水うなぎ
",4.3,"
          前回ものすごく相性の良かったお店なので、二度目の利用は、このお店の名物、【共水うなぎ】のうな重をいただくことにしました。焼きあがるまで時間が少しかかるとの事なので、メニューで気になった【鰻ハム】と日本酒を注文し、待ち時間を楽しむことに。この鰻ハムがまた絶品で、これだけでも売りになりそうな品でした。旨味たっぷりのハムで日本酒との相性も抜群。共水うなぎのうな重は、期待通りの旨味、油のノリも良く、とろける食感。それでいてクドくない実に品の良いうな重です。品格のある鰻。中高年の我々の味覚にピッタリな品だと思います。お店も清潔感があり、ゆったりと美味しい鰻を堪能できました。
        "
,3.7,"
          目白で共水うなぎが食べれるお店です普通のうなぎはニホンウナギを使っていています。うな重と数量限定でうな丼があり、うな丼の方が安いですが、モノは同じで量が少ないとのこと。うな丼を注文。共水うなぎ@5,800うな重 上@3,800うな丼@2,500うなぎはふわっと柔らかくてかなり美味しいです。文句なしですね。お店も内装はかなり綺麗です。個室もあるようです。
"
"
目白 貴重な共水うなぎが食べられるお店❣️ -諸国鰻遊記-
",3.8,"
          目白の鰻屋さんに伺いました。場所は目白駅から徒歩１分、駅近くから鰻のタレの香りが漂っているような錯覚を覚えます（笑）休日なので事前に席を予約して伺いました。数に限りがある「共水うなぎ」が入荷しているとのこと。迷わずにオーダーです。注文してから鰻を捌くため、待ち時間は40〜45分程。お新香を頼んで、ちびちびとお酒をいただきながら待ちます。到着したうな重は、柔らかな焼き上がりにあっさりダレ。鰻のコクを残しながらも、スッキリした甘みが口いっぱいに広がります。目白という場所柄のためか、ご年配の方も多くて、幅広い層に愛される鰻屋さんのようです。またいつか！
        "
"
共水うなぎ
",3.6,"
          目白の鰻屋さん。目白駅から徒歩１分という行きやすいロケーション。コースもあるけどこの日は共水鰻をメインにおつまみを。骨せんべい、ナスの揚げ浸し、だし巻き玉子焼、枝豆をつまみつつメインの鰻重へ。静岡県焼津市で育てている希少な鰻とのことでお重が5800円とはなかなかのお値段です。ふんわり柔らかい鰻重は美味しく鰻を食べれる幸せが感じられた。オーナーさんはもともと神楽坂の老舗志満金出身で鰻ひとすじとのこと。まだそんなに混んでなさそうなのでそのうちまたお伺いしたいお店です。
        "
"
初の共水うなきを堪能！ふぉわっふぉわっでトロける美味しさでした
",3.8,"
          店名  めじろ  ぞろめ場所   目白   鰻屋さん日曜日にやっている鰻屋さんを調べてこちらのお店へ初訪問目白駅を出て、左に歩き階段を降りたら、すぐにあります。１分くらいの、近い場所でした共水うなぎ  という、通常より栄養価が高いうなぎを注文しました店内は、カウンター席とテーブル席がありうなぎを焼いているのが見えるカウンター席にしました。目の前で、うなぎをさばいて、炭火で焼いているのを見ながらわくわく！共水うな重  5800円肝焼き  ８００円鰻巻き   １８００円うな重には、お吸い物と、お新香が付いてきました。鰻はふぉわっふぉわっでトロける美味しさでした！
"
"
特に真新しさの感じないウナギ屋さん
",2.5,"
          焼き鳥屋さんに来たら店が変わっていてうなぎ屋になっておりました。いつの間にやら・・・この辺りは沖縄料理屋さんも直ぐに撤退してしまったり長く続くお店が少ない印象です。焼き鳥の気分だったので予算的には多少値を張るのは覚悟で行きましたが、まさかここまで高級店とは・・・。何しろ１品１品の量が少ないのでお年寄りがうなぎだけを食べるのには良いのでしょうが、若い人にはコスパが悪すぎる印象。また売りのウナギも特に感動も無く、「所詮うなぎはうなぎだよなぁ・・」いう感じ。この食べログの点数の価値を見出す事は私は出来ませんでした。それとランチの人が概ね高評価を書いてる印象ですが、ランチとディナーは分けるべきだと個人的には思えます。
        "
"
趣味の為に生きて行く。 : 目白　「ぞろ芽」
",3.5,"
          鰻屋さんてあまり新店がオープンしないイメージですが、こちらは2018年7月オープンのお店です。立地は目白駅からすぐ近く。予約も可です。鰻重の上（3,800円）を頂きました。ふわっとした焼き加減で、タレの味も好みでした。今回はオーダーしませんでしたが、こちらでは共水うなぎも食べられます。使ったお金：3,800円点数：3点５点：　ぜひ再訪したい！！４点：　機会があれば再訪したい！３点：　再訪してもよい。２点：　一度行けばよいかな。１点：　行く必要無し。
"
,4.0,"
          海外出張前にうなぎを食べたくて訪問！うなぎ、高いので、店選び失敗できません〜。こちら、目白駅のすぐそば。お店きれいです〜。つまみの種類が多いので飲みながら、ゆっくり食べられます〜。菜の花からしあえ、うなぎハム、鰻巻き卵を食べながら飲み〜。うなぎハム美味しい〜、焼酎進みます〜。飲みながら、共水うな重を注文、40分かかるとのことで、うなぎ串焼きを注文、メチャうまい〜。十分飲んで、共水うなぎのうな重！うなぎはめちゃくちゃフワフワ！味付けも濃すぎず薄すぎずで美味しい〜。心おきなく出張いけます〜。
"
"
目白のうなぎぞろ芽さん
",4.2,"
          目白の新しいお店。友人に情報をもらって訪問しました。目白駅から徒歩1分。以前、心尽串という優良な焼き鳥屋があった場所ですね。オープン直後のため、当日予約でしたが、すんなりカウンターで入れました。とはいえ、客は入っていたので、目白ではそれなりに認知されているようです。鰻の場合、待ち時間が発生するので、予約の際に時間指定で、串とうな重をお願いしました。うなぎ串焼き3本肝焼き共水うな重串焼き、肝焼きともにビールに合います。こってりしてないので、うな重の前でももう数本は食べられそう。共水うな重もお腹にずっしりくるタイプではなく、飲んだ後でも美味しく頂きました。もちろん鰻の脂の良さはあるのですが、上品なうな重でした。当日のメニューで大間の鮪があったり、居酒屋としてのメニューも充実しています。また訪問します。ごちそうさまでした。
"
"
オリジナルなネギ白焼き鰻重
",3.7,"
          目白の鰻店。供水鰻を提供しているお店で以前から気になっておりましたがメニューを見ているとネギ白焼き鰻重という気になるものがありそれ目的で伺いました。丁度土用の丑の日も近いということで当日は休みのうなぎ屋多いので早めに。この店オリジナルの鰻重葱白焼き鰻重鰻重って定番多いですがここはオリジナルあったのでこれ一択。この店オリジナルの出汁醤油で香り付けしてパリッと焼き上げているそうで鰻は最初からカットされており12切れにカットされています。この鰻重は供水鰻ではなくニホンウナギ割と小さめのウナギで厚みも少なくあっさりとした鰻。ご飯とウナギの間にはゴマとノリが敷き詰められており焼鳥重をほうふつとする組み合わせ。白焼き重はほんのりとした香りにパリッとした小骨も気にならない味わい葱とご飯を一緒に食べることでノリの風味も入ってちょっとジャンクな鰻重に。お好みで黄身醤油を入れると濃厚な卵に濃いめの醤油がマッチしてジャンクな味わい。ちなみにご飯大盛にしましたが、かなりの量…山葵とネギで、黄身醤油で交互に食べて残り半分くらいからは黄身醤油半分にぶっかけ卵かけご飯状態に。中々ジャンクな鰻重。濃厚な黄身に塩分強めの醤油が海苔とマッチして中々美味い。黄身醤油味こいのでウナギ合わせると美味い、ウナギの味はもってかれたけどｗうな玉丼もこれに近い感じかな？つまみメニューも多いので鰻屋で飲みたいときにも良さそう。美味しかったですごちそうさまでした( *´艸｀)
        "
"
目白に良いうなぎ屋さんが出来て嬉しいです  
",4.0,"
Instagram(bottan222) ーーーーーーーーーーーーー2020/07　今日は ”うなぎ” を食べたい雰囲気、といって何処か遠い所には行きたくない、それで此方に伺いました。私が 「竹鶴のダブルのハイボール」 で、家内が ”生ビール” でまずは乾杯です、うな重を食べる前に一品料理を食べながらお酒を飲みましょう。 頂きました料理とお酒は次の通りです。「宮城県産 茄子の揚げ浸し」「肝焼」「湯葉豆腐」「悦凱陣　純米吟醸　無濾過」「いか酒盗」「うざく」「う巻」「竹鶴のシングルのハイボール」いやぁ～、最高ですね、美味しかったので次から次へと注文をしてしまいました、そのお陰でお腹がパンパン、お願いをしてありました ”うな重　上” は食べられません、それで 「上蒲焼き」 にして貰い、お土産として持ち帰り、翌朝頂きました。　うなぎ屋さんで一品料理が充実している処はあまりありませんが、此方のように充実していると嬉しいですね、そんなうなぎ屋さんが自宅の近くにあるなんて幸せですね、鰻を食べたくなりましたら、また伺いましょう。
        "
"
このお店の目は共水ブランド鰻
",3.1,"
場所目白駅　徒歩3分駅を出て階段がありますのでそこから50メートル先。カップラーメンが出来あがる距離です。産地は・宮崎県産・共水ブランド鰻があります。このお店のぞろ目は　共水鰻ですので共水うな重　6000円をタレ少なめで注文しました。ちょい安かったので不安でしたがね。。因みに普通の国産モノは既にスタンバイ済み。なので食べるとしたら肝吸い付きの共水をおススメします。割いて白焼きして蒸し時間に15分タレ付け出来あがるまでに40分はかたい。けど、私はこの時間が好きですのでこのサービスは加点が大きいです。どうか大きい鰻が当たりますように。。祈る。もれなく到着。まぁ、、大きくはないですが、4.5〜5Pって感じですかね。厚みは中々あります。箸では崩れやすいのですが身の感じと皮の感じがまともに残ります。皮目を見ますと柔らかめですが、緑っぽい感じはないので先ず合格ライン。前回大失敗した、うな藤、小満津よりずっとまともな仕上がりで香りも良きです。口の中で香りが広がります。身はしっかりしているものの雑味がなく、サッパリしてます。脂身はあまり感じられず、皮目にコクがあるような気もします。身は厚みがありながらもホクホクで柔らかい。共水は天然に近いような飼育方法をされて硬めの鰻ですので長めの蒸し時間を要されるものですので普通に地焼きにしたらムチムチな硬い鰻になってしまいます。したがって料理人の調理法次第で共水の良さを発揮出来ると思います。蒸したことによってワイルド感がないのですが元々このような系統の鰻は上品という言葉がお似合いな感じがします。ご飯は硬めで口の中でも良い香りが残ってます。タレは少なめでお願いしたせいもあり、鰻の味がよく分かります。割りかし食べやすくなっていて、甘さ控えめアッサリ系です。肝吸いは、湯煎してあり、苦味がなし、濃厚タイプです。小さいけど中々良い味です。出汁はまぁまぁ普通かなぁ。。漬け物は普通に美味しかったです。アッサリ系のお上品鰻でした。蒸し時間も白焼きスタンバイから30分とかするようなお店ではなく、安心しました。共水自体はあまり好みではなかったのですが、共水がどんなものか勉強になりまして捌きたてで比較的満足できる内容でした。個人的に関東圏で蒸した鰻は、今のところ新横浜のスズキさんが上位かなという感じでした。ご馳走さまでした。
"
"
目白の隠れ家的鰻の名店　ぞろ芽
",3.9,"
          目白の鰻の名店　ぞろ芽。開店と同時にすぐ入店したため並ばず入れた。カウンター席8席ほどとテーブル席が３つほど。カウンター席はうなぎを焼いているところを見れるのでオススメ。鰻重の特上も注文。20分かからないくらいで鰻重、お新香、お吸物が到着。特上ということもあって入れ物からハミ出そうなほどボリュームが満点。身は大きいのに口に入れるととろけるほど柔らかい。タレは濃すぎずさっぱり目な印象。鰻の味が鼻から抜けてくるほど味わいが深い。どんどん箸が進んでしまって、特上なのにあっという間に食べ終わるほど食欲がとまらなくなる。是非また訪れたい。
        "
,3.5,"
        初夏を告ぐ、共水うなぎの味深し
      "
"
都内でうなぎ食べるなら！
",3.8,"
          ずーっとうなぎが食べたくて、うなぎ屋さんで一番だと思ってるいちのやまでは行けないから都内で行けるところを探してみた。お値段的にも距離的にもちょうど良かったからあまり期待せずに行った。お店の雰囲気は今時おしゃれな落ち着いた感じで綺麗♥︎最初にレモンサワーとうなぎ巻き！ふわふわな卵焼きの中にうなぎが入ってていい感じの油こさで美味しい！新宿のうな鉄で食べたうなぎ巻きとは少し違うけど、これもこれなりに美味しかった！次に頼んだのはうな重うな重はソースの甘さとごめんねご飯の量がちょうどいいうな重のお皿？お箱？にぴったりのうなぎに大満足！
"
"
恐るべし！ふわとろ共水うなぎ
",4.5,"
          共水うなぎは一度試す価値あり。ふわとろで濃厚な味わいは、これまで食べてきたうなぎとは別物。タレがあまり主張せず、うなぎの味わいを楽しむことに集中できるのもまたよし。今度は普通のうなぎと食べ比べをしたいので再訪確定です。
        "
,4.5,"
          柔らかくて口どけが良くて美味しかったです！ふわふわでトロトロでした！！こんなに美味しいうなぎは初めて食べました！父と行ったのですが、とても喜んでました！量も多めでした！！たった3500円でこんなに美味しいうなぎを食べてお腹いっぱいになれて幸せでした！！
        "
,4.0,"
          幻の共水うなぎのうな重！うなぎがふっかふかで美味しかったです。もう一品白焼きも頼みましたが、こちらはぷりっぷりでした。うなぎの肝と鮎の魚醤の醤油がまた良かった。同じうなぎでもまったく違う魅力があり堪能できました。
        "
"
駅近くで便利な都内屈指のうなぎの名店
",3.9,"
          うなぎハム、茶碗蒸し、共水うなぎ重。うなぎはあっさりして旨い。油はしっかり乗っているが全くしつこさがない。ハム、茶碗蒸しも味付けにセンスを感じる。ハムはオリーブ油と塩で、茶碗蒸しはほぼスープに近く、器が変わればフレンチになるのではと思うほど上品な仕上がり。次は夜に一品料理とお酒メインで来てみたい。
        "
,3.0,"
          おいしい。金曜の夜なのに、空席が多い。目白はあまり行かない所なのかな？比較的安いが、つまみの量は少ない。串2本 おしんこ 少ないがおいしい鰻重　赤ワイン　ハイボール普通の鰻重を食べた。私には共水うなぎはあまり口に合いません。
"
,4.0,"
          目白に、美味しい鰻屋さんがないなと、嘆いていた中、今年オープンのお店です。駅からも近く、改札を出てすぐの階段を下りたところにあり、元、串焼きのお店だったところです。私と主人は、お酒の肴になりそうな小鉢を先ず数品お願いし、その後、共水うなぎではなく、一般の国産厳選うなぎを頂きましたが、炭火でとてもふっくらしていて、美味しく大満足です。また、日本酒もかなり凝った銘柄もあり、お酒好きの方にも満足頂けると思います。また、訪問したいと思っています！出前も始めたそうですよ
        "
"
目白における専門店の鰻重
",4.2,"
          位置は地図参照。駅至近でアクセス最高。ただし車の場合はコインP利用必至。４種類ある鰻重のうち、最低のグレード「上」（\3,800）をいただきました。産地、カテゴリー、熱源ともに不明。注文から供されるまで10分のクイックサーブ。事前準備タイプです。ご本尊のサイズは、価格比今一つ。調理は、深蒸しの浅焼き。脂しっかり乗っており、旨みたっぷり。香ばしさ今一つ。タレは、低粘性の上品な薄味。ご飯の沁み具合ジャスト。鰻に過干渉しない、上手な引き立て役。ご飯ふっくらツヤピカ。量少な目。コレに香の物と吸い物が付きます。ふんわり軽~い鰻重でした。
"
